
辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),
現代語,B,吾輩,我が輩,ワガハイ,代名詞,,,ワガハイ,ワガハイ,混,吾輩,ワガハイ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,猫,猫,ネコ,名詞-普通名詞-一般,,,ネコ,ネコ,和,猫,ネコ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,名前,名前,ナマエ,名詞-普通名詞-一般,,,ナマエ,ナマエ,和,名前,ナマエ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,まだ,未だ,マダ,副詞,,,マダ,マダ,和,まだ,マダ
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,どこ,何処,ドコ,代名詞,,,ドコ,ドコ,和,どこ,ドコ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,生れ,生まれる,ウマレル,動詞-一般,下一段-ラ行,連用形-一般,ウマレ,ウマレ,和,生れる,ウマレル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,んと,うんと,ウント,感動詞-フィラー,,,ント,ント,和,んと,ント
現代語,I,見当,見当,ケントウ,名詞-普通名詞-一般,,,ケントー,ケントウ,漢,見当,ケントウ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,つか,付く,ツク,動詞-非自立可能,五段-カ行,未然形-一般,ツカ,ツカ,和,つく,ツク
現代語,I,ぬ,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ヌ,ヌ,和,ぬ,ヌ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,何,何,ナニ,代名詞,,,ナン,ナン,和,何,ナン
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,薄暗い,薄暗い,ウスグライ,形容詞-一般,形容詞,連体形-一般,ウスグライ,ウスグライ,和,薄暗い,ウスグライ
現代語,I,じめじめ,じめじめ,ジメジメ,副詞,,,ジメジメ,ジメジメ,和,じめじめ,ジメジメ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,所,所,トコロ,名詞-普通名詞-副詞可能,,,トコロ,トコロ,和,所,トコロ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
